"('10.690727', '47.471885')",4,c2614
"('10.690727', '47.471885')",0,c2615
"('10.690727', '47.471885')",4,c24228
"('10.690727', '47.471885')",4,c24230
"('10.690727', '47.471885')",4,c24229
"('10.690727', '47.471885')",0,c24231
"('10.643134', '47.444568')",7,c6330
"('10.863280', '47.384640')",0,c98
"('10.869822', '47.391861')",5,c15559
"('10.677302', '47.482132')",22,c2901
"('10.883877', '47.399598')",0,c15595
"('10.891080', '47.373821')",1,c1078
"('10.887633', '47.365425')",6,c15629
"('10.893862', '47.353141')",0,c15633
"('10.887996', '47.397991')",0,c14856
"('10.888824', '47.400954')",0,c1863
"('10.903300', '47.402760')",0,c18138
"('10.903267', '47.402776')",0,c1447
"('10.903267', '47.402776')",1,c8242
"('10.903267', '47.402776')",0,c8246
"('10.903267', '47.402776')",2,c8245
"('10.903267', '47.402776')",1,c8239
"('10.903267', '47.402776')",0,c8240
"('10.693572', '47.248819')",0,c15440
"('10.721859', '47.241893')",0,c24876
"('10.789816', '47.285998')",0,c18774
"('10.618286', '47.151873')",0,c1602
"('10.625936', '47.145872')",0,c21879
"('12.229310', '47.461610')",0,c111
"('12.249036', '47.476952')",0,c9527
"('12.133640', '47.274484')",4,c20388
"('12.140043', '47.280041')",0,c20389
"('12.250818', '47.478656')",2,c1966
"('12.244470', '47.419194')",0,c5204
"('12.216106', '47.432130')",49,c15479
"('12.209432', '47.441543')",0,c14529
"('12.247516', '47.412303')",8,c110
"('12.202901', '47.464437')",0,c1270
"('12.249020', '47.490840')",0,c114
"('12.272450', '47.492250')",2,c115
"('12.272450', '47.492250')",0,c24262
"('12.272450', '47.492250')",9,c24261
"('12.272450', '47.492250')",4,c24260
"('12.272450', '47.492250')",0,c24259
"('12.215070', '47.630589')",0,c6356
"('12.154070', '47.645530')",1,c697
"('12.154070', '47.645530')",0,c7294
"('12.154070', '47.645530')",6,c7293
"('12.154070', '47.645530')",10,c7292
"('12.154070', '47.645530')",16,c7291
"('12.209578', '47.577759')",0,c9719
"('12.167916', '47.579652')",7,c24732
"('12.296819', '47.660911')",0,c12777
"('12.296819', '47.660911')",0,c12820
"('12.296819', '47.660911')",0,c12817
"('12.296819', '47.660911')",0,c12818
"('12.296819', '47.660911')",2,c12816
"('10.968862', '47.384088')",14,c816
"('10.903267', '47.402776')",2,c8241
"('10.948546', '47.406944')",0,c5479
"('10.940531', '47.413570')",32,c5678
"('10.941880', '47.426071')",0,c24673
"('10.985296', '47.421170')",0,c24672
"('10.941606', '47.402817')",0,c19495
"('10.985628', '47.421501')",0,c14675
"('10.985454', '47.421483')",0,c14674
"('10.927545', '47.398981')",0,c5522
"('10.967757', '47.382878')",39,c9851
"('10.969275', '47.385228')",113,c9849
"('10.968708', '47.384036')",0,c9553
"('10.944674', '47.410542')",0,c5474
"('10.987873', '47.386074')",0,c1617
"('10.979710', '47.413465')",178,c18988
"('10.984076', '47.420750')",2,c24671
"('12.272450', '47.492250')",13,c25270
"('12.304540', '47.511100')",30,c3211
"('12.304299', '47.511070')",0,c4243
"('12.323621', '47.511458')",0,c6508
"('12.322364', '47.500900')",0,c14505
"('12.345285', '47.467166')",0,c10683
"('12.348600', '47.459202')",6,c23272
"('12.395580', '47.545760')",1,c16293
"('12.332282', '47.446759')",0,c7532
"('12.198067', '47.507328')",0,c14844
"('10.680119', '47.049695')",0,c13868
"('10.660231', '47.055095')",0,c17043
"('10.659914', '47.079094')",2,c18189
"('10.630773', '47.058404')",0,c5110
"('10.746973', '47.031068')",0,c17918
"('10.746973', '47.031068')",0,c17916
"('10.746973', '47.031068')",0,c17915
"('10.746973', '47.031068')",0,c17917
"('10.746973', '47.031068')",1,c17919
"('10.593210', '47.060030')",0,c780
"('10.588290', '47.046750')",3,c3095
"('10.588290', '47.046750')",0,c23142
"('10.588290', '47.046750')",7,c23144
"('12.552670', '47.428110')",0,c9528
"('12.552670', '47.428110')",0,c24588
"('12.549020', '47.444480')",0,c12338
"('12.549020', '47.444480')",0,c24587
"('12.548503', '47.443985')",0,c11817
"('12.580314', '47.484333')",0,c10701
"('12.555069', '47.496555')",0,c10696
"('12.580113', '47.484423')",0,c21677
"('12.571611', '47.500629')",0,c22455
"('12.612519', '47.468285')",0,c6519
"('12.621311', '47.470877')",17,c24799
"('12.569404', '47.527492')",1,c24797
"('12.487678', '47.526120')",0,c17127
"('12.487678', '47.526120')",0,c17105
"('12.567858', '47.539910')",0,c10699
"('11.801968', '47.170323')",0,c1297
"('11.745717', '47.184729')",2,c5123
"('11.830210', '47.174760')",0,c886
"('11.795856', '47.129953')",0,c17254
"('11.862222', '47.156060')",0,c14494
"('11.860466', '47.166807')",1,c19341
"('11.859150', '47.173527')",0,c14492
"('11.872870', '47.136360')",0,c887
"('11.825700', '47.109119')",0,c14673
"('11.775214', '47.184268')",1,c10004
"('11.774536', '47.184076')",0,c19912
"('11.747972', '47.164951')",0,c1662
"('11.810303', '47.100139')",3,c18712
"('11.723684', '47.153913')",0,c19310
"('10.586290', '47.074350')",0,c941
"('10.588290', '47.046750')",4,c23143
"('10.588290', '47.046750')",7,c23147
"('10.588290', '47.046750')",8,c23148
"('10.588290', '47.046750')",2,c23146
"('10.588290', '47.046750')",1,c23145
"('10.582835', '47.035113')",0,c9267
"('10.582835', '47.035113')",0,c9281
"('10.582835', '47.035113')",0,c9279
"('10.624799', '47.120975')",0,c22223
"('10.632444', '47.117187')",0,c23336
"('10.593701', '47.116146')",1,c21877
"('10.593701', '47.116146')",0,c21878
"('10.568515', '47.135546')",0,c21876
"('10.575250', '47.071240')",0,c21356
"('10.575250', '47.071240')",3,c21361
"('10.575250', '47.071240')",0,c21360
"('10.575250', '47.071240')",0,c21357
"('10.575250', '47.071240')",0,c21358
"('11.798290', '47.330870')",0,c52
"('11.798290', '47.330870')",0,c13440
"('11.798290', '47.330870')",0,c13434
"('11.798290', '47.330870')",0,c13435
"('11.798290', '47.330870')",2,c13436
"('11.798290', '47.330870')",0,c13437
"('11.798290', '47.330870')",0,c13438
"('11.798290', '47.330870')",0,c13439
"('11.795025', '47.331843')",7,c12135
"('11.815839', '47.334038')",78,c12134
"('11.858783', '47.319486')",24,c12171
"('11.858783', '47.319486')",0,c12435
"('11.858783', '47.319486')",5,c12113
"('11.858783', '47.319486')",1,c12172
"('11.858783', '47.319486')",18,c12436
"('11.858783', '47.319486')",12,c12434
"('11.307670', '47.146350')",0,c118
"('11.307670', '47.146350')",0,c11715
"('11.307670', '47.146350')",0,c12265
"('11.307670', '47.146350')",0,c11716
"('11.307670', '47.146350')",0,c11714
"('11.307670', '47.146350')",0,c11713
"('11.307670', '47.146350')",0,c11712
"('11.307670', '47.146350')",0,c11711
"('11.297910', '47.140850')",2,c1743
"('11.297910', '47.140850')",0,c13235
"('11.297910', '47.140850')",38,c13234
"('11.297910', '47.140850')",0,c18154
"('11.297910', '47.140850')",13,c18152
"('11.297910', '47.140850')",0,c13233
"('11.297910', '47.140850')",6,c13232
"('11.331978', '47.157011')",0,c23435
"('11.332145', '47.157696')",0,c19408
"('11.294820', '47.145295')",1,c19407
"('11.295406', '47.145276')",0,c19406
"('11.394570', '47.149766')",0,c13295
"('11.394570', '47.149766')",0,c13298
"('11.394570', '47.149766')",4,c13296
"('11.394570', '47.149766')",0,c22379
"('11.394570', '47.149766')",0,c13297
"('11.407861', '47.130739')",0,c11062
"('11.407861', '47.130739')",0,c11246
"('11.407861', '47.130739')",0,c11242
"('11.407861', '47.130739')",1,c11243
"('10.142890', '46.962160')",0,c89
"('10.120492', '46.975938')",0,c6927
"('10.120492', '46.975938')",2,c5462
"('10.120492', '46.975938')",9,c6924
"('10.120492', '46.975938')",0,c6925
"('10.120492', '46.975938')",0,c6926
"('10.120492', '46.975938')",1,c7171
"('10.120000', '46.960817')",0,c11027
"('10.120000', '46.960817')",0,c11221
"('10.120000', '46.960817')",0,c11222
"('10.120000', '46.960817')",0,c11223
"('10.120000', '46.960817')",0,c11224
"('10.120000', '46.960817')",0,c11225
"('10.120000', '46.960817')",0,c11227
"('10.183157', '46.967463')",0,c9041
"('10.139088', '47.007240')",0,c18262
"('10.139088', '47.007240')",0,c18263
"('10.139088', '47.007240')",8,c18264
"('10.292645', '46.971570')",6,c2840
"('10.204311', '47.044786')",0,c17856
"('10.093160', '46.917949')",0,c13106
"('10.308962', '46.949729')",0,c6400
"('10.309300', '46.950315')",0,c5426
"('10.316340', '46.981330')",2,c62
"('10.316308', '46.983845')",0,c23512
"('10.317581', '46.982482')",2,c21903
"('10.322920', '46.991770')",0,c2516
"('12.028830', '47.244140')",0,c5420
"('12.077727', '47.251791')",0,c25637
"('12.035013', '47.244680')",0,c1253
"('12.014097', '47.245920')",0,c16680
"('12.155454', '47.232102')",0,c5136
"('12.090394', '47.260657')",0,c36
"('12.090394', '47.260657')",0,c25603
"('12.090394', '47.260657')",1,c25604
"('12.090394', '47.260657')",0,c25605
"('12.090394', '47.260657')",0,c25606
"('12.090394', '47.260657')",0,c25607
"('12.090394', '47.260657')",5,c25608
"('12.090394', '47.260657')",0,c25609
"('12.096324', '47.259038')",0,c6650
"('12.114530', '47.241366')",0,c5421
"('11.957321', '47.234663')",0,c8558
"('12.118072', '47.249389')",0,c24153
"('11.702469', '47.040543')",0,c13671
"('11.718866', '47.141537')",0,c9564
"('11.723684', '47.153913')",12,c19311
"('11.696721', '47.126081')",4,c20554
"('10.597174', '47.513010')",0,c15197
"('10.597174', '47.513010')",0,c15211
"('10.597174', '47.513010')",0,c15207
"('10.597174', '47.513010')",0,c15208
"('10.597174', '47.513010')",0,c15209
"('10.597174', '47.513010')",0,c15210
"('10.597174', '47.513010')",0,c22768
"('10.597174', '47.513010')",0,c22769
"('10.562746', '47.491698')",0,c6694
"('10.558881', '47.513010')",0,c12621
"('10.542319', '47.483554')",0,c17724
"('10.536090', '47.492050')",0,c2849
"('10.536090', '47.492050')",0,c7819
"('10.536090', '47.492050')",0,c7815
"('10.536090', '47.492050')",0,c7816
"('10.536090', '47.492050')",0,c7817
"('10.536090', '47.492050')",0,c7818
"('10.536090', '47.492050')",0,c7820
"('10.536090', '47.492050')",0,c7821
"('10.542321', '47.483564')",0,c8930
"('10.542766', '47.483201')",356,c24202
"('10.588806', '47.492603')",2,c2852
"('10.588553', '47.479818')",0,c23149
"('11.483288', '47.044262')",17,c8020
"('11.443228', '47.060499')",0,c21058
"('11.415029', '47.073049')",1,c20066
"('11.413314', '47.075349')",161,c21014
"('11.413298', '47.077361')",122,c8728
"('11.412842', '47.081743')",0,c4999
"('11.420534', '47.088028')",0,c15690
"('11.405726', '46.996050')",12,c12112
"('11.405726', '46.996050')",0,c12169
"('11.405726', '46.996050')",0,c12168
"('11.405726', '46.996050')",10,c12167
"('11.405726', '46.996050')",8,c12166
"('11.569526', '47.082222')",0,c10734
"('11.159947', '47.197245')",0,c24574
"('11.138032', '47.130881')",0,c24575
"('11.111511', '47.202693')",0,c20470
"('11.100811', '47.202822')",1,c25692
"('11.084350', '47.208355')",2,c24866
"('11.333299', '47.032483')",2,c8837
"('11.324750', '47.098500')",3,c5154
"('11.324750', '47.098500')",3,c7035
"('11.324750', '47.098500')",0,c7034
"('11.324750', '47.098500')",6,c7032
"('11.324750', '47.098500')",2,c7196
"('11.324750', '47.098500')",0,c7033
"('11.324750', '47.098500')",8,c7194
"('11.324750', '47.098500')",0,c7195
"('11.507417', '47.281610')",0,c16196
"('11.507417', '47.281610')",0,c16198
"('11.507417', '47.281610')",0,c16419
"('11.507417', '47.281610')",0,c17610
"('11.507417', '47.281610')",0,c19343
"('11.507417', '47.281610')",0,c19344
"('11.512759', '47.282168')",0,c23262
"('11.496901', '47.286100')",3,c11093
"('11.448170', '47.267000')",0,c20522
"('11.448170', '47.267000')",4,c20524
"('11.448170', '47.267000')",1,c20523
"('11.543584', '47.242138')",0,c7614
"('11.544209', '47.241895')",1,c16201
"('11.544209', '47.241895')",0,c16203
"('11.544209', '47.241895')",1,c16200
"('11.544209', '47.241895')",0,c16197
"('11.451708', '47.313707')",0,c16369
"('11.601033', '47.294903')",0,c14939
"('11.601932', '47.293601')",54,c17587
"('11.601932', '47.293601')",25,c17588
"('10.342283', '47.421677')",0,c12761
"('10.342283', '47.421677')",0,c12759
"('10.342283', '47.421677')",0,c12764
"('10.342283', '47.421677')",0,c14339
"('10.342283', '47.421677')",0,c12760
"('10.342283', '47.421677')",0,c12762
"('10.342283', '47.421677')",0,c12763
"('11.420352', '47.429525')",0,c12605
"('11.568205', '47.402366')",0,c23303
"('11.568205', '47.402366')",0,c23305
"('11.568205', '47.402366')",0,c23307
"('11.568205', '47.402366')",0,c23306
"('11.568205', '47.402366')",0,c23304
"('11.568205', '47.402366')",0,c23302
"('11.568205', '47.402366')",0,c23301
"('11.452090', '47.589860')",4,c22190
"('11.616497', '47.402727')",9,c9374
"('11.295826', '47.430260')",0,c16685
"('11.670953', '47.077062')",64,c74
"('11.679400', '47.063638')",13,c256
"('11.663617', '47.098232')",0,c543
"('11.679405', '47.063668')",0,c18861
"('11.702902', '47.164008')",0,c20327
"('11.580288', '47.088086')",0,c25598
"('11.580288', '47.088086')",0,c25600
"('11.580288', '47.088086')",0,c25602
"('11.580288', '47.088086')",0,c25599
"('11.580288', '47.088086')",0,c25601
"('11.628111', '47.043370')",0,c22305
"('12.653306', '47.410013')",0,c15313
"('12.653457', '47.410024')",0,c15928
"('11.758511', '47.249266')",0,c1138
"('11.775340', '47.269586')",0,c12459
"('11.757596', '47.247553')",0,c19589
"('11.824655', '47.260058')",0,c15000
"('11.824655', '47.260058')",0,c15265
"('11.824655', '47.260058')",8,c15264
"('11.824655', '47.260058')",0,c15262
"('11.824655', '47.260058')",0,c15263
"('11.836984', '47.253280')",0,c15023
"('11.836984', '47.253280')",1,c15030
"('11.836984', '47.253280')",2,c15024
"('11.836984', '47.253280')",0,c15026
"('11.836984', '47.253280')",2,c15025
"('11.836984', '47.253280')",0,c15027
"('10.950497', '46.957529')",0,c21889
"('10.983221', '46.975907')",0,c7588
"('10.975294', '46.976122')",1,c11145
"('11.002539', '46.973521')",3,c10788
"('11.002539', '46.973521')",1,c7612
"('11.003559', '46.973930')",0,c23741
"('11.011749', '46.968670')",0,c22557
"('10.988551', '46.950143')",0,c21829
"('10.967990', '46.942370')",0,c3014
"('10.931600', '46.941197')",0,c5695
"('11.064761', '46.981687')",0,c22308
"('11.064761', '46.981687')",2,c22300
"('10.924812', '46.934524')",0,c5424
"('10.787300', '47.161382')",0,c82
"('10.787300', '47.161382')",0,c16050
"('10.787300', '47.161382')",0,c16054
"('10.783391', '47.151342')",1,c2973
"('10.783391', '47.151342')",0,c6959
"('10.783391', '47.151342')",40,c6956
"('10.783391', '47.151342')",2,c6957
"('10.783391', '47.151342')",0,c6958
"('10.759032', '47.152147')",0,c2971
"('10.759032', '47.152147')",0,c9327
"('10.759032', '47.152147')",0,c9324
"('10.784189', '47.165971')",0,c25343
"('10.784189', '47.165971')",0,c25346
"('10.784189', '47.165971')",0,c25344
"('10.794350', '47.145840')",0,c19612
"('10.794350', '47.145840')",4,c19611
"('10.794350', '47.145840')",0,c19610
"('10.794350', '47.145840')",0,c25705
"('10.794350', '47.145840')",0,c19609
"('10.794350', '47.145840')",2,c19614
"('10.794350', '47.145840')",66,c19613
"('10.864642', '47.204919')",1,c10234
"('10.858726', '47.212552')",0,c20273
"('10.648048', '47.476601')",0,c24407
"('10.734905', '47.504743')",1,c24750
"('10.734905', '47.504743')",15,c24753
"('10.734905', '47.504743')",0,c24754
"('10.734905', '47.504743')",0,c24749
"('10.734905', '47.504743')",0,c24752
"('10.734905', '47.504743')",3,c24748
"('10.734905', '47.504743')",5,c24751
"('10.194755', '47.292256')",0,c5257
"('10.183709', '47.258719')",2,c1199
"('10.177428', '47.259348')",0,c24872
"('10.225238', '47.349186')",43,c570
"('10.206049', '47.335709')",13,c12206
"('12.184625', '47.467242')",2,c18028
"('12.197930', '47.480330')",1,c1962
"('12.197579', '47.480698')",3,c119
"('12.197579', '47.480698')",0,c23821
"('12.197579', '47.480698')",2,c23822
"('12.096540', '47.431640')",1,c5213
"('12.096540', '47.431640')",2,c10955
"('12.096540', '47.431640')",2,c10952
"('12.096540', '47.431640')",2,c10951
"('12.479249', '46.909794')",0,c14264
"('12.583260', '46.913221')",0,c17959
"('12.435715', '46.927657')",0,c5959
"('12.530486', '46.986122')",0,c20407
"('12.547861', '46.994612')",0,c20700
"('12.543600', '46.996090')",0,c5957
"('12.578809', '46.989383')",24,c8975
"('12.580837', '46.988753')",0,c8613
"('12.586856', '46.987201')",0,c8614
"('12.447690', '46.990593')",0,c15232
"('12.596982', '46.992112')",0,c14562
"('12.596982', '46.992112')",0,c14567
"('12.596982', '46.992112')",8,c14565
"('12.596982', '46.992112')",36,c14564
"('12.596982', '46.992112')",0,c14563
"('12.596982', '46.992112')",0,c14571
"('12.596982', '46.992112')",0,c14566
"('12.596982', '46.992112')",0,c14568
"('12.312059', '46.827946')",1,c21849
"('12.373180', '46.888457')",0,c10328
"('12.368116', '46.892930')",4,c10329
"('12.362427', '46.716710')",0,c4760
"('12.362427', '46.716710')",0,c12973
"('12.362427', '46.716710')",1,c12970
"('11.377990', '47.305619')",0,c487
"('11.377990', '47.305619')",0,c8217
"('11.381662', '47.309270')",0,c9207
"('11.381662', '47.309270')",0,c9387
"('11.381662', '47.309270')",0,c9386
"('11.381662', '47.309270')",0,c9385
"('11.381662', '47.309270')",0,c9384
"('11.381662', '47.309270')",0,c9383
"('11.400325', '47.285986')",44,c8417
"('11.400325', '47.285986')",0,c8416
"('11.400325', '47.285986')",0,c8415
"('11.400325', '47.285986')",9,c8414
"('11.400325', '47.285986')",5,c8400
"('11.377990', '47.305619')",0,c8218
"('11.377990', '47.305619')",0,c8216
"('11.377990', '47.305619')",2,c8215
"('11.377990', '47.305619')",0,c8214
"('11.397662', '47.274560')",0,c20431
"('11.389930', '47.267462')",0,c15490
"('11.401354', '47.265987')",0,c6584
"('11.377861', '47.305572')",3,c13649
"('11.393099', '47.268370')",141,c6223
"('11.426629', '47.221991')",0,c20363
"('11.451477', '47.210057')",0,c16105
"('10.366263', '46.969960')",0,c14988
"('10.375184', '46.977710')",0,c15122
"('10.375184', '46.977710')",0,c15124
"('10.375184', '46.977710')",0,c15131
"('10.375184', '46.977710')",0,c15130
"('10.375184', '46.977710')",0,c15132
"('10.375184', '46.977710')",0,c15123
"('10.358471', '47.066872')",6,c335
"('10.338494', '47.084544')",0,c5258
"('10.360370', '46.940506')",0,c15402
"('12.372760', '47.317150')",0,c5445
"('12.372760', '47.317150')",0,c6951
"('12.372760', '47.317150')",0,c6948
"('12.372760', '47.317150')",0,c6949
"('12.380395', '47.339631')",1,c20601
"('12.365105', '47.400861')",0,c20708
"('12.348681', '47.390250')",0,c1074
"('12.369383', '47.423723')",0,c2554
"('12.369347', '47.423733')",0,c23693
"('12.370907', '47.425915')",7,c21117
"('12.372160', '47.427395')",0,c19811
"('12.383487', '47.443202')",83,c22531
"('12.382005', '47.307351')",62,c1363
"('12.382005', '47.307351')",72,c1075
"('12.430880', '47.295192')",0,c4879
"('12.432220', '47.466700')",0,c44
"('12.626943', '46.983320')",0,c10850
"('12.647537', '47.007477')",0,c10132
"('12.687957', '47.020987')",4,c16273
"('12.701578', '47.069958')",0,c16207
"('12.689179', '47.021362')",0,c15078
"('12.689609', '47.021832')",0,c14670
"('12.636037', '47.013981')",0,c8615
"('12.690496', '47.039553')",0,c5766
"('12.518056', '47.010288')",1,c20408
"('12.756334', '47.073478')",0,c23323
"('12.756396', '47.078201')",0,c9552
"('12.470775', '47.008320')",0,c15231
"('10.477567', '47.073920')",0,c20954
"('10.477567', '47.073920')",1,c20959
"('10.477567', '47.073920')",0,c20957
"('10.477567', '47.073920')",1,c20958
"('10.477567', '47.073920')",1,c20955
"('10.477567', '47.073920')",0,c20956
"('10.267856', '47.104747')",3,c802
"('12.397188', '46.694561')",0,c8310
"('12.397188', '46.694561')",0,c8329
"('12.397188', '46.694561')",0,c8327
"('12.397188', '46.694561')",0,c8328
"('12.397188', '46.694561')",0,c8326
"('10.694311', '46.856887')",0,c6751
"('10.714489', '46.864362')",1,c236
"('10.714489', '46.864362')",2,c11057
"('10.714489', '46.864362')",12,c18295
"('10.714489', '46.864362')",7,c18296
"('10.714489', '46.864362')",1,c18297
"('10.791135', '46.783262')",0,c988
"('10.570194', '46.888431')",0,c9934
"('10.570194', '46.888431')",0,c10088
"('10.570194', '46.888431')",0,c10086
"('10.570194', '46.888431')",0,c10085
"('10.798333', '46.769417')",2,c3280
"('10.798333', '46.769417')",2,c16028
"('10.798333', '46.769417')",0,c16679
"('10.798333', '46.769417')",0,c16678
"('10.798333', '46.769417')",2,c16027
"('12.455757', '47.548992')",0,c2200
"('12.449377', '47.519039')",12,c12610
"('12.433022', '47.466829')",0,c14970
"('12.432220', '47.466700')",0,c7270
"('12.432220', '47.466700')",0,c8993
"('12.432220', '47.466700')",0,c8662
"('12.432220', '47.466700')",0,c7269
"('12.432220', '47.466700')",3,c7268
"('12.432220', '47.466700')",0,c7267
"('12.432220', '47.466700')",0,c7266
"('11.652924', '47.282071')",0,c25301
"('11.652924', '47.282071')",0,c25305
"('11.652924', '47.282071')",0,c25302
